Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não , 1 = Sim
TipoMedicaoCotas: 1 = Escala, 2 = Linígrafo, 3 = Data Logger, 5 = Escala SMS
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:60436195


EstacaoCodigo;NivelConsistencia;Data;hora;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
60436195;1;01/06/2022;07:00;0;1;28;27;27;1;14;0;0;0;;0;28;28;28;28;28;28;28;28;28;28;28;28;28;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/06/2022;;1;1;28;27;27;1;14;0;0;0;;0;28;28;28;28;28;28;28;28;28;28;28;28;28;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/05/2022;17:00;0;1;29;28;28;1;14;0;0;0;;0;29;29;29;29;29;29;29;29;29;29;29;29;29;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/05/2022;07:00;0;1;29;28;28;1;14;0;0;0;;0;29;29;29;29;29;29;29;29;29;29;29;29;29;29;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/05/2022;;1;1;29;28;28;1;14;0;0;0;;0;29;29;29;29;29;29;29;29;29;29;29;29;29;29;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/04/2022;17:00;0;1;40;29;32;11;29;0;0;0;;0;32;32;32;32;32;32;32;32;32;32;34;34;34;34;34;34;34;34;34;34;32;32;32;30;30;30;30;30;29;29;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/04/2022;07:00;0;1;40;29;32;11;29;0;0;0;;0;32;32;32;32;32;32;32;32;32;32;40;34;34;34;34;34;34;34;34;34;34;32;32;32;30;30;29;30;30;29;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/04/2022;;1;1;40;29;32;11;29;0;0;0;;0;32;32;32;32;32;32;32;32;32;32;37;34;34;34;34;34;34;34;34;34;33;32;32;31;30;30;30;30;30;29;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/03/2022;07:00;0;1;;;;;;0;0;0;;0;55;40;52;52;50;50;48;48;46;46;44;44;42;42;42;40;40;;;;;;;;;32;32;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1
60436195;1;01/03/2022;17:00;0;1;;;;;;0;0;0;;0;40;80;52;50;50;48;48;46;46;44;44;42;42;42;40;40;40;;;;;;;;;32;32;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1
60436195;1;01/03/2022;;1;1;;;;;;0;0;0;;0;48;60;52;51;50;49;48;47;46;45;44;43;42;42;41;40;40;;;;;;;;;32;32;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1
60436195;1;01/02/2022;17:00;0;1;131;55;93;17;6;0;0;0;;0;60;60;66;66;66;55;55;100;80;90;80;80;75;75;75;75;131;130;128;128;130;130;130;125;125;125;100;70;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
60436195;1;01/02/2022;07:00;0;1;131;55;93;17;6;0;0;0;;0;60;60;60;60;60;60;55;55;85;80;80;80;80;75;75;75;128;130;130;128;130;130;130;130;125;125;120;80;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
60436195;1;01/02/2022;;1;1;131;55;93;17;6;0;0;0;;0;60;60;63;63;63;58;55;78;83;85;80;80;78;75;75;75;130;130;129;128;130;130;130;128;125;125;110;75;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
60436195;1;01/01/2022;07:00;0;1;;;;;;0;0;0;;0;75;80;65;60;70;65;80;55;70;;65;65;110;86;68;70;60;60;80;90;80;75;70;70;90;80;75;60;60;60;60;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/01/2022;17:00;0;1;;;;;;0;0;0;;0;80;60;60;65;65;62;60;50;80;;65;65;140;70;80;60;60;80;60;100;75;72;70;70;90;80;70;60;60;60;60;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/01/2022;;1;1;;;;;;0;0;0;;0;78;70;63;63;68;64;70;53;75;;65;65;125;78;74;65;60;70;70;95;78;74;70;70;90;80;73;60;60;60;60;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/12/2021;17:00;0;1;;;;;;0;0;0;;0;80;100;90;80;90;90;130;90;90;80;80;80;90;90;80;130;90;70;70;90;140;80;;;;80;100;100;80;80;80;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1
60436195;1;01/12/2021;07:00;0;1;;;;;;0;0;0;;0;80;120;90;80;90;70;100;100;90;80;80;80;90;110;100;80;100;90;70;90;90;100;;;;90;80;130;80;80;80;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1
60436195;1;01/12/2021;;1;1;;;;;;0;0;0;;0;80;110;90;80;90;80;115;95;90;80;80;80;90;100;90;105;95;80;70;90;115;90;;;;85;90;115;80;80;80;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1
60436195;1;01/11/2021;17:00;0;1;;;;;;0;0;0;;0;30;36;80;30;30;30;30;30;30;74;40;38;60;56;37;;;;;60;30;30;30;32;30;34;34;34;32;32;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/11/2021;07:00;0;1;;;;;;0;0;0;;0;30;36;68;30;30;30;30;30;30;40;40;38;60;30;44;;;;;40;30;30;30;48;30;34;34;34;34;32;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/11/2021;;1;1;;;;;;0;0;0;;0;30;36;74;30;30;30;30;30;30;57;40;38;60;43;41;;;;;50;30;30;30;40;30;34;34;34;33;32;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/10/2021;17:00;0;1;66;26;30;26;1;0;0;0;;0;26;26;26;26;26;27;27;28;28;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;50;66;30;30;30;30;30;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/10/2021;07:00;0;1;66;26;30;26;1;0;0;0;;0;26;26;26;26;26;27;27;27;28;28;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;40;48;30;30;30;30;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/10/2021;;1;1;66;26;30;26;1;0;0;0;;0;26;26;26;26;26;27;27;28;28;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;40;53;39;30;30;30;30;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/09/2021;07:00;0;1;27;25;26;1;13;0;0;0;;0;27;27;26;26;26;26;26;26;26;26;26;26;26;25;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;26;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/09/2021;17:00;0;1;27;25;26;1;13;0;0;0;;0;27;26;26;26;26;26;26;26;26;26;26;26;25;25;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;26;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/09/2021;;1;1;27;25;26;1;13;0;0;0;;0;27;27;26;26;26;26;26;26;26;26;26;26;26;25;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;26;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/08/2021;07:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;29;28;28;28;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/08/2021;17:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;29;29;28;28;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/08/2021;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;29;28;28;28;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/07/2021;17:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60436195;1;01/07/2021;07:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60436195;1;01/07/2021;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60436195;1;01/06/2021;17:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60436195;1;01/06/2021;07:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60436195;1;01/06/2021;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60436195;1;01/09/2020;17:00;0;1;;;;;;0;0;0;;0;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
60436195;1;01/09/2020;07:00;0;1;;;;;;0;0;0;;0;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/09/2020;;1;1;;;;;;0;0;0;;0;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
60436195;1;01/08/2020;17:00;0;1;;;;;;0;0;0;;0;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/08/2020;07:00;0;1;;;;;;0;0;0;;0;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/08/2020;;1;1;;;;;;0;0;0;;0;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/07/2020;17:00;0;1;38;36;37;1;14;0;0;0;;0;38;38;38;38;38;38;38;38;38;38;37;37;37;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/07/2020;07:00;0;1;38;36;37;1;14;0;0;0;;0;38;38;38;38;38;38;38;38;38;38;37;37;37;37;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/07/2020;;1;1;38;36;37;1;14;0;0;0;;0;38;38;38;38;38;38;38;38;38;38;37;37;37;37;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/06/2020;07:00;0;1;42;38;40;1;20;0;0;0;;0;42;42;42;42;42;41;41;41;41;41;41;41;40;40;40;40;40;40;40;38;38;38;38;38;38;38;38;38;38;38;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/06/2020;17:00;0;1;42;38;40;1;20;0;0;0;;0;42;42;42;42;42;41;41;41;41;41;41;41;40;40;40;40;40;40;40;38;38;38;38;38;38;38;38;38;38;38;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/06/2020;;1;1;42;38;40;1;20;0;0;0;;0;42;42;42;42;42;41;41;41;41;41;41;41;40;40;40;40;40;40;40;38;38;38;38;38;38;38;38;38;38;38;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/05/2020;17:00;0;1;;;;;;0;0;0;;0;;;;;50;50;50;49;49;48;48;48;48;48;48;48;48;47;46;46;46;46;44;44;44;44;44;42;42;42;42;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/05/2020;07:00;0;1;;;;;;0;0;0;;0;;;;;50;50;50;50;49;49;48;48;48;48;48;48;48;47;47;46;46;46;44;44;44;44;44;42;42;42;42;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/05/2020;;1;1;;;;;;0;0;0;;0;;;;;50;50;50;50;49;49;48;48;48;48;48;48;48;47;47;46;46;46;44;44;44;44;44;42;42;42;42;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/04/2020;07:00;0;1;;;;;;0;0;0;;0;54;52;50;48;52;50;48;48;55;60;56;54;52;60;80;95;80;76;64;60;60;74;60;80;65;62;62;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
60436195;1;01/04/2020;17:00;0;1;;;;;;0;0;0;;0;52;50;48;46;50;48;46;50;60;58;54;54;65;70;108;90;82;70;60;55;88;66;96;72;65;62;60;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
60436195;1;01/04/2020;;1;1;;;;;;0;0;0;;0;53;51;49;47;51;49;47;49;58;59;55;54;59;65;94;93;81;73;62;58;74;70;78;76;65;62;61;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
60436195;1;01/03/2020;17:00;0;1;;;;;;0;0;0;;0;68;;86;63;124;208;94;72;66;63;60;58;57;56;54;52;58;54;52;83;57;50;82;62;94;;64;60;58;56;54;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
60436195;1;01/03/2020;07:00;0;1;;;;;;0;0;0;;0;46;64;94;;;;107;80;;;;;;57;56;;;;52;105;65;52;60;66;98;;68;62;60;58;56;1;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1
60436195;1;01/03/2020;;1;1;;;;;;0;0;0;;0;57;;90;;;;101;76;;;;;;57;55;;;;52;94;61;51;71;64;96;;66;61;59;57;55;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1
60436195;1;01/02/2020;07:00;0;1;;;;;;0;0;0;;0;48;;48;55;50;64;70;58;56;58;;50;52;56;52;84;;;46;58;60;64;68;75;96;76;66;62;96;;;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0
60436195;1;01/02/2020;17:00;0;1;;;;;;0;0;0;;0;40;;42;50;48;108;58;56;56;64;;46;56;54;50;160;;;48;60;62;73;60;239;84;70;64;;84;;;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;0
60436195;1;01/02/2020;;1;1;;;;;;0;0;0;;0;44;;45;53;49;86;64;57;56;61;;48;54;55;51;122;;;47;59;61;69;64;157;90;73;65;;90;;;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;0
60436195;1;01/01/2020;17:00;0;1;;;;;;0;0;0;;0;18;18;60;65;65;62;44;38;42;38;36;30;28;26;26;25;28;30;;29;26;25;68;58;;;80;56;56;54;52;;;;;;;;;;;;;;;;;;;0;;;;;;5;5;;;;;
60436195;1;01/01/2020;07:00;0;1;;;;;;0;0;0;;0;18;18;65;60;70;65;50;40;45;42;38;32;30;28;26;26;25;28;;31;28;26;40;60;;;130;70;56;56;54;;;;;;;;;;;;;;;;;;;0;;;;;;5;5;;;;;
60436195;1;01/01/2020;;1;1;;;;;;0;0;0;;0;18;18;63;63;68;64;47;39;44;40;37;31;29;27;26;26;27;29;;30;27;26;54;59;;;105;63;56;55;53;;;;;;;;;;;;;;;;;;;0;;;;;;5;5;;;;;
60436195;1;01/12/2019;07:00;0;1;;;;;;0;0;0;;0;22;23;22;19;18;19;20;19;22;40;;30;28;34;32;28;26;24;26;40;30;26;24;24;22;22;22;20;20;18;18;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/12/2019;17:00;0;1;;;;;;0;0;0;;0;22;30;19;19;20;19;20;19;25;88;36;28;26;48;28;26;24;24;42;36;26;24;24;24;22;22;20;20;18;18;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/12/2019;;1;1;;;;;;0;0;0;;0;22;27;21;19;19;19;20;19;24;64;;29;27;41;30;27;25;24;34;38;28;25;24;24;22;22;21;20;19;18;18;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60436195;1;01/11/2019;07:00;0;1;72;14;23;21;1;0;0;0;;0;14;14;16;18;20;21;28;37;25;19;16;20;19;18;17;25;20;25;22;20;72;60;25;20;20;20;22;22;25;27;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60436195;1;01/11/2019;17:00;0;1;72;14;23;21;1;0;0;0;;0;14;14;25;22;27;25;30;30;20;18;18;20;19;18;17;20;18;27;19;20;50;40;22;22;22;20;20;22;20;22;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
